z,mass_track_M0_1e+03_msun,mass_track_M0_1e+06_msun,mass_track_M0_1e+09_msun,mass_track_M0_1e+12_msun,concentration_M0_1e+03,concentration_M0_1e+06,concentration_M0_1e+09,concentration_M0_1e+12
3.719999999999999751e+00,3.913534074089734531e+02,3.184037219592778129e+05,2.221088094049750566e+08,9.814645567419734192e+10,7.620615842939472806e+00,6.308066616853571063e+00,5.000501620603611919e+00,3.774333960645815722e+00
3.750000000000000000e+00,3.881655613530383562e+02,3.152371229194627376e+05,2.192121661964244246e+08,9.619353288825413513e+10,7.572809106275235180e+00,6.271319440125802558e+00,4.975424749724083107e+00,3.761452036162319157e+00
3.779999999999999805e+00,3.850021579385019095e+02,3.121004736179478350e+05,2.163519119269461632e+08,9.427863037115982056e+10,7.526046293798865250e+00,6.235398281536738807e+00,4.950938978489803688e+00,3.748902802082067165e+00
3.810000000000000053e+00,3.818630418403873819e+02,3.089935260211713612e+05,2.135276253910481930e+08,9.240103529829978943e+10,7.480319244893161468e+00,6.200296560686562763e+00,4.927039533354013123e+00,3.736684145062008966e+00
3.839999999999999858e+00,3.787480578994970983e+02,3.059160332019324414e+05,2.107388892059268951e+08,9.056004724895869446e+10,7.435619485502777515e+00,6.166007448585773432e+00,4.903721467141215484e+00,3.724793851867543637e+00
3.869999999999999662e+00,3.756570511506379262e+02,3.028677493667704402e+05,2.079852898132958710e+08,8.875497802751689148e+10,7.391938221084838112e+00,6.132523862720194785e+00,4.880979655844186027e+00,3.713229606604189659e+00
3.899999999999999911e+00,3.725898668497048334e+02,2.998484298818659154e+05,2.052664174794864655e+08,8.698515148559492493e+10,7.349266329981152701e+00,6.099838462418385454e+00,4.858808795579627748e+00,3.701988987978819701e+00
3.929999999999999716e+00,3.695463504996640722e+02,2.968578312975209556e+05,2.025818662939028442e+08,8.524990334523214722e+10,7.307594357222821024e+00,6.067943644527001190e+00,4.837203399704375073e+00,3.691069466592927562e+00
3.959999999999999964e+00,3.665263478754779953e+02,2.938957113712751889e+05,1.999312341659134626e+08,8.354858102317799377e+10,7.266912508777084945e+00,6.036831539398940905e+00,4.816157796093897048e+00,3.680468402270573147e+00
3.989999999999999769e+00,3.635297050480075995e+02,2.909618290897110128e+05,1.973141228202579618e+08,8.188054345637133789e+10,7.227210646245151082e+00,6.006494007198512897e+00,4.795666124584667678e+00,3.670183041423818349e+00
4.019999999999999574e+00,3.605562684069318493e+02,2.880559446889989194e+05,1.947301377910420597e+08,8.024516092867399597e+10,7.188478282018697207e+00,5.976922634527179312e+00,4.775722334581844031e+00,3.660210514458587472e+00
4.049999999999999822e+00,3.576058846827197613e+02,2.851778196742325090e+05,1.921788884143930972e+08,7.864181489892324829e+10,7.150704574901507016e+00,5.948108731372606428e+00,4.756320182833436938e+00,3.650547833224012440e+00
4.080000000000000071e+00,3.546784009676886740e+02,2.823272168376009213e+05,1.896599878198446631e+08,7.706989783035975647e+10,7.113878326201390934e+00,5.920043328383078673e+00,4.737453231371947737e+00,3.641191888508422458e+00
4.109999999999999432e+00,3.517736647361810469e+02,2.795039002754433313e+05,1.871730529205138385e+08,7.552881302148529053e+10,7.077987976296192585e+00,5.892717174468407038e+00,4.719114845624220678e+00,3.632139447585146730e+00
4.139999999999999680e+00,3.488915238638927576e+02,2.767076354042285820e+05,1.847177044021347761e+08,7.401797443839775085e+10,7.043021601676310084e+00,5.866120734727664932e+00,4.701298192689955968e+00,3.623387151811436446e+00
4.169999999999999929e+00,3.460318266463842178e+02,2.739381889755041921e+05,1.822935667110095620e+08,7.253680654864956665e+10,7.008966912464371646e+00,5.840244188703064943e+00,4.683996239788970506e+00,3.614931514283650671e+00
4.200000000000000178e+00,3.431944218167997178e+02,2.711953290898527484e+05,1.799002680409305692e+08,7.108474415666856384e+10,6.975811250411688924e+00,5.815077428958557171e+00,4.667201752877140564e+00,3.606768917552026110e+00
4.229999999999999538e+00,3.403791585628279677e+02,2.684788252098945086e+05,1.775374403191317022e+08,6.966123224077941895e+10,6.943541587368939894e+00,5.790610059980569879e+00,4.650907295430408261e+00,3.598895611398110095e+00
4.259999999999999787e+00,3.375858865429264029e+02,2.657884481723744539e+05,1.752047191913196445e+08,6.826572579185755920e+10,6.912144524227259446e+00,5.766831397397438330e+00,4.635105227395976968e+00,3.591307710677954290e+00
4.290000000000000036e+00,3.348144559018396080e+02,2.631239701993688359e+05,1.729017440058366954e+08,6.689768965364738464e+10,6.881606290324070230e+00,5.743730467512969007e+00,4.619787704309329612e+00,3.584001193233940619e+00
4.320000000000000284e+00,3.320647172854329483e+02,2.604851649086459074e+05,1.706281577970008552e+08,6.555659836476943970e+10,6.851912743306462161e+00,5.721296007148755081e+00,4.604946676575419673e+00,3.576971897878079787e+00
4.349999999999999645e+00,3.293365218548677262e+02,2.578718073232124734e+05,1.683836072676721811e+08,6.424193600244210052e+10,6.823049369443008771e+00,5.699516463788559584e+00,4.590573888911732681e+00,3.570215522449267542e+00
4.379999999999999893e+00,3.266297213001403179e+02,2.552836738800802559e+05,1.661677427710866630e+08,6.295319602793738556e+10,6.795001284373447525e+00,5.678379996017287823e+00,4.576660879950604333e+00,3.563727621946877200e+00
4.410000000000000142e+00,3.239441678530088211e+02,2.527205424382805941e+05,1.639802182920022905e+08,6.168988113379043579e+10,6.767753234283646613e+00,5.657874474245780050e+00,4.563198981997512504e+00,3.557503606742666857e+00
4.439999999999999503e+00,3.212797142993259172e+02,2.501821922861580388e+05,1.618206914271959662e+08,6.045150309277754211e+10,6.741289597492050589e+00,5.637987481711960847e+00,4.550179320941784233e+00,3.551538740872853150e+00
4.469999999999999751e+00,3.186362139908012523e+02,2.476684041479702573e+05,1.596888233653503060e+08,5.923758260867620850e+10,6.715594386431646967e+00,5.618706315747439284e+00,4.537592816315307864e+00,3.545828140411679374e+00
4.500000000000000000e+00,3.160135208562130060e+02,2.451789601898219553e+05,1.575842788663687110e+08,5.804764916881948853e+10,6.690651250010210660e+00,5.600017989297935372e+00,4.525430181494511928e+00,3.540366771927536238e+00
4.530000000000000249e+00,3.134114894120854160e+02,2.427136440249590087e+05,1.555067262401518822e+08,5.688124089845207977e+10,6.666443476329887652e+00,5.581909232684735933e+00,4.513681924040170657e+00,3.535149451022298273e+00
4.559999999999999609e+00,3.108299747728544276e+02,2.402722407184473414e+05,1.534558373248720467e+08,5.573790441689695740e+10,6.642953995745703999e+00,5.564366495593563222e+00,4.502338346169135974e+00,3.530170840954110378e+00
4.589999999999999858e+00,3.082688326605351676e+02,2.378545367912611400e+05,1.514312874647753835e+08,5.461719469553643036e+10,6.620165384240973339e+00,5.547375949275966001e+00,4.491389545351233359e+00,3.525425451343305649e+00
4.620000000000000107e+00,3.057279194139130141e+02,2.354603202238042140e+05,1.494327554875459671e+08,5.351867491761242676e+10,6.598059867096360165e+00,5.530923488947793842e+00,4.480825415024299652e+00,3.520907636960854070e+00
4.649999999999999467e+00,3.032070919972698562e+02,2.330893804588859784e+05,1.474599236812587678e+08,5.244191633984665680e+10,6.576619322827895076e+00,5.514994736368081796e+00,4.470635645419405613e+00,3.516611596598044009e+00
4.679999999999999716e+00,3.007062080086658398e+02,2.307415084041742375e+05,1.455124777709519267e+08,5.138649815588201141e+10,6.555825287367896159e+00,5.499575042580933548e+00,4.460809724487839745e+00,3.512531372015687214e+00
4.709999999999999964e+00,2.982251256877892160e+02,2.284164964341460145e+05,1.435901068948450685e+08,5.035200736154370117e+10,6.535658958461915802e+00,5.484649490802254945e+00,4.451336938920873898e+00,3.508660846970641067e+00
4.740000000000000213e+00,2.957637039233901532e+02,2.261141383915545885e+05,1.416925035802296996e+08,4.933803862191729736e+10,6.516101200253191728e+00,5.470202899432138999e+00,4.442206375252491846e+00,3.504993746316757974e+00
4.769999999999999574e+00,2.933218022603127224e+02,2.238342295884353225e+05,1.398193637190566957e+08,4.834419414024082184e+10,6.497132548025486898e+00,5.456219825173141302e+00,4.433406921034844572e+00,3.501523635176928995e+00
4.799999999999999822e+00,2.908992809061385287e+02,2.215765668066649523e+05,1.379703865432452857e+08,4.737008352860493469e+10,6.478733213074180597e+00,5.442684566233997323e+00,4.424927266075543209e+00,3.498243918182311507e+00
4.830000000000000071e+00,2.884960007374564839e+02,2.193409482980959001e+05,1.361452745997360945e+08,4.641532368045617676e+10,6.460883087674390346e+00,5.429581165597423542e+00,4.416755903725186450e+00,3.495147838774161908e+00
4.859999999999999432e+00,2.861118233057693487e+02,2.171271737842803705e+05,1.343437337253103256e+08,4.547953864489525604e+10,6.443561750114595199e+00,5.416893414330409051e+00,4.408881132203171127e+00,3.492228478563284444e+00
4.889999999999999680e+00,2.837466108430513145e+02,2.149350444558014860e+05,1.325654730211956799e+08,4.456235950276294708e+10,6.426748469762937788e+00,5.404604854914319745e+00,4.401291055948912678e+00,3.489478756741293264e+00
4.919999999999999929e+00,2.814002262669689571e+02,2.127643629712286929e+05,1.308102048274801672e+08,4.366342424450446320e+10,6.410422212133429554e+00,5.392698784572129256e+00,4.393973586985423729e+00,3.486891429537557485e+00
4.950000000000000178e+00,2.790725331857744322e+02,2.106149334557111433e+05,1.290776446973518133e+08,4.278237764980229187e+10,6.394561643918405203e+00,5.381158258569275432e+00,4.386916446281420967e+00,3.484459089714976532e+00
4.979999999999999538e+00,2.767633959028852360e+02,2.084865614992247720e+05,1.273675113711834848e+08,4.191887116896707916e+10,6.379145137952980882e+00,5.369966093464131340e+00,4.380107165097537170e+00,3.482174166097102397e+00
5.009999999999999787e+00,2.744726794211592846e+02,2.063790541544876178e+05,1.256795267504796833e+08,4.107256280607505798e+10,6.364150778077370063e+00,5.359104870283972311e+00,4.373533086301976347e+00,3.480028923118746675e+00
5.040000000000000036e+00,2.722002494468763416e+02,2.042922199345573026e+05,1.240134158717032969e+08,4.024311700384038544e+10,6.349556363862259190e+00,5.348556937601737893e+00,4.367181365640233182e+00,3.478015460391502778e+00
5.069999999999999396e+00,2.699459723934362501e+02,2.022258688101228327e+05,1.223689068799970895e+08,3.943020453020903778e+10,6.335339415162106746e+00,5.338304414488418637e+00,4.361038972943020120e+00,3.476125712275052404e+00
5.099999999999999645e+00,2.677097153847821005e+02,2.001798122065049247e+05,1.207457310028157830e+08,3.863350236666168976e+10,6.321477176461348435e+00,5.328329193315897605e+00,4.355092693256215064e+00,3.474351447444684826e+00
5.129999999999999893e+00,2.654913462585609523e+02,1.981538630003773724e+05,1.191436225234841108e+08,3.785269359821144104e+10,6.307946620977945784e+00,5.318612942384456588e+00,4.349329127876025325e+00,3.472684268444787392e+00
5.160000000000000142e+00,2.632907335690265427e+02,1.961478355162199005e+05,1.175623187546935976e+08,3.708746730508234406e+10,6.294724454488890508e+00,5.309137108349078815e+00,4.343734695272255308e+00,3.471115611217638453e+00
5.189999999999999503e+00,2.611077465896975127e+02,1.941615455225152546e+05,1.160015600119526386e+08,3.633751845605361176e+10,6.281787118841697826e+00,5.299882918418192368e+00,4.338295631881956105e+00,3.469636744596190425e+00
5.219999999999999751e+00,2.589422553157759808e+02,1.921948102277014987e+05,1.144610895870016217e+08,3.560254780345487213e+10,6.269110795116307422e+00,5.290831382298483376e+00,4.332997992755503347e+00,3.468238769749142136e+00
5.250000000000000000e+00,2.567941304663364690e+02,1.902474482758906961e+05,1.129406537212063521e+08,3.488226177979675293e+10,6.256671406401066449e+00,5.281963293858729536e+00,4.327827652036439154e+00,3.466912619565878817e+00
5.279999999999999361e+00,2.546632434862933394e+02,1.883192797423624143e+05,1.114400015789410472e+08,3.417637239602071381e+10,6.244444620146792246e+00,5.273259232485700387e+00,4.322770303256254998e+00,3.465649057968567259e+00
5.309999999999999609e+00,2.525494665481519974e+02,1.864101261288445676e+05,1.099588852209710777e+08,3.348459714135219955e+10,6.232405850062156638e+00,5.264699564104360796e+00,4.317811459424477860e+00,3.464438679137896049e+00
5.339999999999999858e+00,2.504526725535553737e+02,1.845198103585896024e+05,1.084970595778480619e+08,3.280665888474075699e+10,6.220530257513914307e+00,5.256264441834763268e+00,4.312936452894358119e+00,3.463271906638699882e+00
5.370000000000000107e+00,2.483727351346283569e+02,1.826481567712558317e+05,1.070542824233255535e+08,3.214228577787015152e+10,6.208792752394436398e+00,5.247933806256901867e+00,4.308130434983432622e+00,3.462138992430839224e+00
5.399999999999999467e+00,2.463095286551304071e+02,1.807949911176026217e+05,1.056303143478061259e+08,3.149121115972160339e+10,6.197167993419069099e+00,5.239687385254898189e+00,4.303378375328112959e+00,3.461030015750415245e+00
5.429999999999999716e+00,2.442629282114210696e+02,1.789601405540085398e+05,1.042249187318281531e+08,3.085317346267324448e+10,6.185630387815074904e+00,5.231504693410942153e+00,4.298665060950683348e+00,3.459934881845672550e+00
5.459999999999999964e+00,2.422328096332465179e+02,1.771434336368204677e+05,1.028378617196023613e+08,3.022791612011823273e+10,6.174154090362887537e+00,5.223365030918702523e+00,4.293975095016276278e+00,3.458843320551280076e+00
5.490000000000000213e+00,2.402190494843515864e+02,1.753447003165415954e+05,1.014689121926049888e+08,2.961518747558428192e+10,6.162713001749964725e+00,5.215247481985303857e+00,4.289292895256963334e+00,3.457744884684169406e+00
5.519999999999999574e+00,2.382215250629247691e+02,1.735637719318666204e+05,1.001178417432365716e+08,2.901474069333681870e+10,6.151280766196178362e+00,5.207130912689930113e+00,4.284602692039149119e+00,3.456628948243325006e+00
5.549999999999999822e+00,2.362401144018813000e+02,1.718004812035707291e+05,9.878442464855322242e+07,2.842633367044834900e+10,6.139830768308226716e+00,5.198993968265880561e+00,4.279888526049430375e+00,3.455484704395118456e+00
5.580000000000000071e+00,2.342746962689903114e+02,1.700546622282609751e+05,9.746843784407839179e+07,2.784972895031606674e+10,6.128336129119457354e+00,5.190815069771935519e+00,4.275134245573393166e+00,3.454301163225153459e+00
5.609999999999999432e+00,2.323251501668516710e+02,1.683261504719954100e+05,9.616966089770096540e+07,2.728469363760996246e+10,6.116769701269368475e+00,5.182572410117318285e+00,4.270323503340535787e+00,3.453067149236586530e+00
5.639999999999999680e+00,2.303913563327267866e+02,1.666147827637775918e+05,9.488787598366676271e+07,2.673099931463351059e+10,6.105104063274820803e+00,5.174243949402610454e+00,4.265439752907066229e+00,3.451771298573872215e+00
5.669999999999999929e+00,2.284731957382307144e+02,1.649203972889337165e+05,9.362286785666978359e+07,2.618842195907911301e+10,6.093311512843104794e+00,5.165807409537691797e+00,4.260466244547424175e+00,3.450402055950093860e+00
5.700000000000000178e+00,2.265705500888877850e+02,1.632428335823764210e+05,9.237442382604838908e+07,2.565674186316019440e+10,6.081364059173596459e+00,5.157240268094952285e+00,4.255386020623270760e+00,3.448947671254606995e+00
5.729999999999999538e+00,2.246833018235580255e+02,1.615819325217638107e+05,9.114233373009233177e+07,2.513574355410223770e+10,6.069233414191889331e+00,5.148519751354019292e+00,4.250181910397253127e+00,3.447396195816643694e+00
5.759999999999999787e+00,2.228113341137369048e+02,1.599375363205579051e+05,8.992638991046603024e+07,2.462521571597447205e+10,6.056890982656598865e+00,5.139622826491285323e+00,4.244836524256808019e+00,3.445735478299088328e+00
5.790000000000000036e+00,2.209545308627353677e+02,1.583094885209884960e+05,8.872638718675275147e+07,2.412495111284493256e+10,6.044307851074662175e+00,5.130526192864322432e+00,4.239332247310921176e+00,3.443953160195007523e+00
5.819999999999999396e+00,2.191127767047416057e+02,1.566976339869283256e+05,8.754212283112454414e+07,2.363474651324023438e+10,6.031454775356150932e+00,5.121206272337603949e+00,4.233651232320279512e+00,3.442036670897814954e+00
5.849999999999999645e+00,2.172859570037717276e+02,1.551018188966842426e+05,8.637339654314200580e+07,2.315440261589288712e+10,6.018302167135089142e+00,5.111639198592533795e+00,4.227775391918840775e+00,3.439973222314253398e+00
5.879999999999999893e+00,2.154739578525110346e+02,1.535218907357096905e+05,8.522001042468892038e+07,2.268372397675812912e+10,6.004820078674939055e+00,5.101800805358980284e+00,4.221686390080789941e+00,3.437749802986679093e+00
5.910000000000000142e+00,2.136766660710518124e+02,1.519576982892435335e+05,8.408176895504467189e+07,2.222251893728249359e+10,5.990978186272520212e+00,5.091666613501805827e+00,4.215365632784346950e+00,3.435353171689372154e+00
5.939999999999999503e+00,2.118939692055295723e+02,1.504090916348792380e+05,8.295847896609888971e+07,2.177059955390668869e+10,5.976745772064868234e+00,5.081211816889017463e+00,4.208794257819121754e+00,3.432769850460431815e+00
5.969999999999999751e+00,2.101257555266631414e+02,1.488759221350695880e+05,8.184994961771123111e+07,2.132778152878504944e+10,5.962091704135673353e+00,5.070411266962312702e+00,4.201953123679710522e+00,3.429986117028066328e+00
6.000000000000000000e+00,2.083719140282015587e+02,1.473580424295720586e+05,8.075599237322042882e+07,2.089388414170444107e+10,5.946984414807713115e+00,5.059239455923174589e+00,4.194822797482973264e+00,3.426987996586615015e+00
6.029999999999999361e+00,2.066323344252809875e+02,1.458553064278365055e+05,7.967642097510479391e+07,2.046873018318487930e+10,5.918866355518304090e+00,5.037589135982288191e+00,4.179791199785052314e+00,3.418517933660250918e+00
6.059999999999999609e+00,2.049069071526952825e+02,1.443675693013425043e+05,7.861105142079725862e+07,2.005214588874487305e+10,5.891081526129370083e+00,5.016199216783880033e+00,4.164942124252860367e+00,3.410148211880769775e+00
6.089999999999999858e+00,2.031955233630837654e+02,1.428946874758875929e+05,7.755970193865838647e+07,1.964396087431441116e+10,5.863624739744039971e+00,4.995065559089794327e+00,4.150272587083599696e+00,3.401877164750731097e+00
6.120000000000000107e+00,2.014980749250391057e+02,1.414365186238318856e+05,7.652219296410873532e+07,1.924400807277849960e+10,5.836490907880495627e+00,4.974184103425987935e+00,4.135779663845754683e+00,3.393703160451563949e+00
6.149999999999999467e+00,1.998144544211380946e+02,1.399929216563019727e+05,7.549834711592383683e+07,1.885212367163436890e+10,5.809675038257828383e+00,4.953550868284716024e+00,4.121460488111305942e+00,3.385624600996734568e+00
6.179999999999999716e+00,1.981445551458990906e+02,1.385637567153575947e+05,7.448798917269320786e+07,1.846814705174562073e+10,5.783172232640423793e+00,4.933161948373619765e+00,4.107312250123609232e+00,3.377639921408279289e+00
6.209999999999999964e+00,1.964882711036683531e+02,1.371488851661247318e+05,7.349094604944643378e+07,1.809192072717692947e+10,5.756977684739071677e+00,4.913013512910271885e+00,4.093332195499912451e+00,3.369747588915990466e+00
6.240000000000000213e+00,1.948454970064382508e+02,1.357481695888988324e+05,7.250704677444693446e+07,1.772329028609254837e+10,5.731086678167077508e+00,4.893101803960842489e+00,4.079517623967484852e+00,3.361946102178559492e+00
6.269999999999999574e+00,1.932161282716002972e+02,1.343614737712198985e+05,7.153612246615611017e+07,1.736210433270238113e+10,5.705494584449680495e+00,4.873423134821549318e+00,4.065865888132377037e+00,3.354233990526031661e+00
6.299999999999999822e+00,1.916000610196351488e+02,1.329886626999237924e+05,7.057800631036895514e+07,1.700821443023967743e+10,5.680196861085140547e+00,4.853973888441639239e+00,4.052374392279875615e+00,3.346609813222916063e+00
6.330000000000000071e+00,1.899971920717427167e+02,1.316296025531731138e+05,6.963253353752286732e+07,1.666147504495413399e+10,5.655189049655983347e+00,4.834750515886637956e+00,4.039040591205721675e+00,3.339072158751328345e+00
6.359999999999999432e+00,1.884074189474146976e+02,1.302841606924682274e+05,6.869954140018066764e+07,1.632174349110457802e+10,5.630466773988847429e+00,4.815749534840729318e+00,4.025861989077222702e+00,3.331619644113581025e+00
6.389999999999999680e+00,1.868306398619509423e+02,1.289522056546435924e+05,6.777886915068912506e+07,1.598887987693552208e+10,5.606025738361465116e+00,4.796967528147058069e+00,4.012836138323381263e+00,3.324250914153596970e+00
6.419999999999999929e+00,1.852667537239241824e+02,1.276336071438507061e+05,6.687035801901434362e+07,1.566274705162231636e+10,5.581861725755458359e+00,4.778401142384921307e+00,3.999960638553239800e+00,3.316964640896657990e+00
6.450000000000000178e+00,1.837156601325929159e+02,1.263282360235306696e+05,6.597385119075454026e+07,1.534321055316913986e+10,5.557970596153453791e+00,4.760047086482698475e+00,3.987233135501595971e+00,3.309759522906859708e+00
6.479999999999999538e+00,1.821772593752664591e+02,1.250359643083783303e+05,6.508919378533125669e+07,1.503013855724487495e+10,5.534348284879342827e+00,4.741902130365542867e+00,3.974651320001353572e+00,3.302634284661802866e+00
6.509999999999999787e+00,1.806514524246229598e+02,1.237566651563010819e+05,6.421623283435962349e+07,1.472340182694189072e+10,5.510990800980297699e+00,4.723963103636809713e+00,3.962212926981730998e+00,3.295587675943995265e+00
6.540000000000000036e+00,1.791381409359835857e+02,1.224902128603737510e+05,6.335481726019877940e+07,1.442287366344261360e+10,5.487894225649429636e+00,4.706226894292264262e+00,3.949915734491601604e+00,3.288618471248458519e+00
6.569999999999999396e+00,1.776372272445441922e+02,1.212364828407927707e+05,6.250479785468228161e+07,1.412842985757951546e+10,5.465054710687818229e+00,4.688690447466124844e+00,3.937757562747281614e+00,3.281725469206084433e+00
6.599999999999999645e+00,1.761486143625662351e+02,1.199953516368300043e+05,6.166602725802933425e+07,1.383994864227366829e+10,5.442468477004806182e+00,4.671350764208025197e+00,3.925736273204039506e+00,3.274907492022249844e+00
6.629999999999999893e+00,1.746722059765295398e+02,1.187666968987909349e+05,6.083835993793744594e+07,1.355731064583785629e+10,5.420131813155464329e+00,4.654204900290067393e+00,3.913849767650711797e+00,3.268163384930282245e+00
6.660000000000000142e+00,1.732079064442479819e+02,1.175503973799759842e+05,6.002165216885622591e+07,1.328039884612978554e+10,5.398041073914115806e+00,4.637249965043047872e+00,3.902095987326751114e+00,3.261492015659291255e+00
6.689999999999999503e+00,1.717556207919504345e+02,1.163463329286495718e+05,5.921576201144298166e+07,1.300909852554156303e+10,5.376192678882953935e+00,4.620483120221114071e+00,3.890472912061102573e+00,3.254892273916000445e+00
6.719999999999999751e+00,1.703152547113279525e+02,1.151543844800169172e+05,5.842054929219992459e+07,1.274329722681153107e+10,5.354583111134670226e+00,4.603901578893984770e+00,3.878978559432299189e+00,3.248363070880130099e+00
6.750000000000000000e+00,1.688867145565498333e+02,1.139744340482112166e+05,5.763587558329338580e+07,1.248288470964488983e+10,5.333208915888191903e+00,4.587502604366023640e+00,3.867610983949184789e+00,3.241903338712960103e+00
6.779999999999999361e+00,1.674699073412493249e+02,1.128063647182924906e+05,5.686160418255463243e+07,1.222775290812958908e+10,5.312066699216582144e+00,4.571283509121403021e+00,3.856368276251731952e+00,3.235512030078689261e+00
6.809999999999999609e+00,1.660647407354807115e+02,1.116500606382598489e+05,5.609760009366229922e+07,1.197779588893411636e+10,5.291153126786144689e+00,4.555241653794612766e+00,3.845248562331347930e+00,3.229188117678207792e+00
6.839999999999999858e+00,1.646711230626499400e+02,1.105054070110783941e+05,5.534373000650665909e+07,1.173290981027421188e+10,5.270464922625957449e+00,4.539374446165665766e+00,3.834250002770209331e+00,3.222930593794958831e+00
6.870000000000000107e+00,1.632889632964187570e+02,1.093722900867228745e+05,5.459986227773480117e+07,1.149299288163541603e+10,5.249998867926873203e+00,4.523679340179290520e+00,3.823370791999038065e+00,3.216738469852491900e+00
6.899999999999999467e+00,1.619181710575856812e+02,1.082505971542389016e+05,5.386586691147714853e+07,1.125794532423875237e+10,5.229751799869274187e+00,4.508153834987465913e+00,3.812609157572885543e+00,3.210610775983427256e+00
6.929999999999999716e+00,1.605586566109438138e+02,1.071402165338228078e+05,5.314161554025435448e+07,1.102766933223689651e+10,5.209720610478699498e+00,4.492795474014664947e+00,3.801963359464379355e+00,3.204546560609465633e+00
6.959999999999999964e+00,1.592103308621168196e+02,1.060410375689231441e+05,5.242698140606488287e+07,1.080206903462842941e+10,5.189902245508629441e+00,4.477601844045190127e+00,3.791431689374007430e+00,3.198544890032145371e+00
6.989999999999999325e+00,1.578731053543756104e+02,1.049529506183624326e+05,5.172183934165213257e+07,1.058105045787797546e+10,5.170293703349672754e+00,4.462570574332024975e+00,3.781012470056961838e+00,3.192604848034047205e+00
7.019999999999999574e+00,1.565468922654351047e+02,1.038758470484824356e+05,5.102606575195091963e+07,1.036452148922990608e+10,5.150892033964411532e+00,4.447699335726590597e+00,3.770704054666109695e+00,3.186725535490134487e+00
7.049999999999999822e+00,1.552316044042342753e+02,1.028096192253139307e+05,5.033953859571310878e+07,1.015239184070404434e+10,5.131694337847251042e+00,4.432985839828880614e+00,3.760504826110642629e+00,3.180906069988953977e+00
7.080000000000000071e+00,1.539271552076989735e+02,1.017541605067704659e+05,4.966213736731113493e+07,9.944573013761302948e+09,5.112697765008543449e+00,4.418427838157412246e+00,3.750413196430019358e+00,3.175145585463424958e+00
7.109999999999999432e+00,1.526334587374896898e+02,1.007093652348691685e+05,4.899374307871938497e+07,9.740978264627872467e+09,5.093899513982365512e+00,4.404023121338473956e+00,3.740427606182763043e+00,3.169443231830924468e+00
7.139999999999999680e+00,1.513504296767349047e+02,9.967512872797831369e+04,4.833423824167232960e+07,9.541522570266437531e+09,5.075296830857338293e+00,4.389769518314178498e+00,3.730546523849753715e+00,3.163798174642435956e+00
7.169999999999999929e+00,1.500779833267511378e+02,9.865134727309312439e+04,4.768350684999924153e+07,9.346122594983304977e+09,5.056887008329795208e+00,4.375664895568777801e+00,3.720768445251598777e+00,3.158209594740490012e+00
7.199999999999999289e+00,1.488160356037511463e+02,9.763791811814048560e+04,4.704143436213412881e+07,9.154696657660192490e+09,5.038667384778769964e+00,4.361707156372827576e+00,3.711091892979748952e+00,3.152676687925655585e+00
7.229999999999999538e+00,1.475645030355402980e+02,9.663473946431389777e+04,4.640790768380046636e+07,8.967164699599920273e+09,5.020635343362216396e+00,4.347894240044668734e+00,3.701515415840963552e+00,3.147198664631340126e+00
7.259999999999999787e+00,1.463233027582034254e+02,9.564171045843869797e+04,4.578281515087012202e+07,8.783448252975181580e+09,5.002788311133890886e+00,4.334224121228841931e+00,3.692037588314819985e+00,3.141774749606697004e+00
7.290000000000000036e+00,1.450923525127820426e+02,9.465873118536947004e+04,4.516604651239510626e+07,8.603470409869798660e+09,4.985123758180304954e+00,4.320694809190921859e+00,3.682657010023863364e+00,3.136404181607355568e+00
7.319999999999999396e+00,1.438715706419430092e+02,9.368570266041917785e+04,4.455749291381163150e+07,8.427155791902050972e+09,4.967639196777338562e+00,4.307304347128420474e+00,3.673372305216158651e+00,3.131086213093825510e+00
7.349999999999999645e+00,1.426608760866400587e+02,9.272252682182150602e+04,4.395704688031572104e+07,8.254430520419777870e+09,4.950332180565879980e+00,4.294050811497295506e+00,3.664182122259826091e+00,3.125820109937322400e+00
7.379999999999999893e+00,1.414601883827683366e+02,9.176910652322760143e+04,4.336460230040895194e+07,8.085222187257248878e+09,4.933200303746060555e+00,4.280932311353683239e+00,3.655085133149327259e+00,3.120605151132816779e+00
7.410000000000000142e+00,1.402694276578135657e+02,9.082534552623615309e+04,4.278005440961392969e+07,7.919459826043643951e+09,4.916241200289596769e+00,4.267946987710459439e+00,3.646080033023153533e+00,3.115440628519118516e+00
7.439999999999999503e+00,1.390885146274957549e+02,8.989114849295941531e+04,4.220329977435813844e+07,7.757073884053572655e+09,4.899452543169763530e+00,4.255093012908271355e+00,3.637165539692652771e+00,3.110325846505809899e+00
7.469999999999999751e+00,1.379173705924086732e+02,8.896642097862437367e+04,4.163423627602537721e+07,7.597996194589765549e+09,4.882832043608542172e+00,4.242368590000632267e+00,3.628340393181690438e+00,3.105260121806809881e+00
7.500000000000000000e+00,1.367559174346563395e+02,8.805106942421045096e+04,4.107276309517373890e+07,7.442159949888623238e+09,4.866377450340518607e+00,4.229771952152765913e+00,3.619603355276873380e+00,3.100242783180430894e+00
7.529999999999999361e+00,1.356040776144862718e+02,8.714500114912362187e+04,4.051878069591905177e+07,7.289499674539147377e+09,4.850086548893086658e+00,4.217301362053841096e+00,3.610953209088073379e+00,3.095273171175719984e+00
