z,mass_track_M0_1e+03_msun,mass_track_M0_1e+06_msun,mass_track_M0_1e+09_msun,mass_track_M0_1e+12_msun,concentration_M0_1e+03,concentration_M0_1e+06,concentration_M0_1e+09,concentration_M0_1e+12
3.479999999999999982e+00,5.421014686461087422e+02,3.949649409650844173e+05,2.434720985526314676e+08,1.097339491220232544e+11,8.118801101554609545e+00,5.815952002073127680e+00,4.546680143936046470e+00,4.070485023674494940e+00
3.509999999999999787e+00,5.390182161746403153e+02,3.915252364357293700e+05,2.402568991173329353e+08,1.074947395978639374e+11,8.072044752626702291e+00,5.789169757834427443e+00,4.532752299476141111e+00,4.066686247717985481e+00
3.540000000000000036e+00,5.359508869355637444e+02,3.881134591344998335e+05,2.370822884884994924e+08,1.053000548528450775e+11,8.026184760905321625e+00,5.762926624484487448e+00,4.519152507879510061e+00,4.062989521191989084e+00
3.569999999999999840e+00,5.328994298541663284e+02,3.847294277052653488e+05,2.339478044008980989e+08,1.031490491051404114e+11,7.981193804518520452e+00,5.737206074091565355e+00,4.505870654121301833e+00,4.059391310608855719e+00
3.599999999999999645e+00,5.298637932302527815e+02,3.813729607309121639e+05,2.308529883209396303e+08,1.010408911931269226e+11,7.937045679304629786e+00,5.711992250926097192e+00,4.492897028757106170e+00,4.055888213166002565e+00
3.629999999999999893e+00,5.268439247661336822e+02,3.780438767802329967e+05,2.277973854731325209e+08,9.897476438113743591e+10,7.893715245491650379e+00,5.687269940120336820e+00,4.480222309804481995e+00,4.052476953124910075e+00
3.659999999999999698e+00,5.238397715936720260e+02,3.747419944529095665e+05,2.247805448635975718e+08,9.694986616504981995e+10,7.851178376960262106e+00,5.663024537760125376e+00,4.467837545358568363e+00,4.049154378055415116e+00
3.689999999999999947e+00,5.208512803004266516e+02,3.714671324226630386e+05,2.218020193007809818e+08,9.496540807788621521e+10,7.809411912994477234e+00,5.639242022366805607e+00,4.455734136933116929e+00,4.045917454990654250e+00
3.719999999999999751e+00,5.178783969549247104e+02,3.682191094786417088e+05,2.188613654134982228e+08,9.302061549558714294e+10,7.768393612421926164e+00,5.615908927724228228e+00,4.443903823514375517e+00,4.042763266531121502e+00
3.750000000000000000e+00,5.149210671310931957e+02,3.649977445651122835e+05,2.159581436664328277e+08,9.111472744311235046e+10,7.728102110044709150e+00,5.593012317003520195e+00,4.432338666312312547e+00,4.039689006930319515e+00
3.779999999999999805e+00,5.119792359318838635e+02,3.618028568195200060e+05,2.130919183732116818e+08,8.924699640101170349e+10,7.688516875261880656e+00,5.570539758136898278e+00,4.421031034191170050e+00,4.036691978189180574e+00
3.810000000000000053e+00,5.090528480121171810e+02,3.586342656089772354e+05,2.102622577071705163e+08,8.741668811259889221e+10,7.649618172785356052e+00,5.548479300390956936e+00,4.409973589759576207e+00,4.033769586181876754e+00
3.839999999999999858e+00,5.061418476005771936e+02,3.554917905652417685e+05,2.074687337099206150e+08,8.562308139185327148e+10,7.611387025352606805e+00,5.526819452089675622e+00,4.399159276099033455e+00,4.030919336831653155e+00
3.869999999999999662e+00,5.032461785213799317e+02,3.523752516182388063e+05,2.047109222978206575e+08,8.386546793216418457e+10,7.573805178341514122e+00,5.505549159437542528e+00,4.388581304108661207e+00,4.028138832351869425e+00
3.899999999999999911e+00,5.003657842146457142e+02,3.492844690281829098e+05,2.019884032664549053e+08,8.214315211602684021e+10,7.536855066195160546e+00,5.484657786393737133e+00,4.378233140443438032e+00,4.025425767564444257e+00
3.929999999999999716e+00,4.975006077564959241e+02,3.462192634163505281e+05,1.993007602932139933e+08,8.045545082578898621e+10,7.500519780567175943e+00,5.464135095549247367e+00,4.368108496022889753e+00,4.022777926305380447e+00
3.959999999999999964e+00,4.946505918784019400e+02,3.431794557945540291e+05,1.966475809380699396e+08,7.880169325554159546e+10,7.464783040101155009e+00,5.443971229959790215e+00,4.358201315087042005e+00,4.020193177924795691e+00
3.989999999999999769e+00,4.918156789859049240e+02,3.401648675933632185e+05,1.940284566426336169e+08,7.718122072424012756e+10,7.429629161760908040e+00,5.424156695888767921e+00,4.348505764776602334e+00,4.017669473887050202e+00
4.019999999999999574e+00,4.889958111767329001e+02,3.371753206891231821e+05,1.914429827275789678e+08,7.559338649013491821e+10,7.395043033631520046e+00,5.404682346415874861e+00,4.339016225214574085e+00,4.015204844474956403e+00
4.049999999999999822e+00,4.861909302583317185e+02,3.342106374298098381e+05,1.888907583885149658e+08,7.403755556658549500e+10,7.361010089114587984e+00,5.385539365868456940e+00,4.329727280066932416e+00,4.012797395600690820e+00
4.080000000000000071e+00,4.834009777648331010e+02,3.312706406597668538e+05,1.863713866903817356e+08,7.251310453932574463e+10,7.327516282444282325e+00,5.366719255034390734e+00,4.320633707560480374e+00,4.010445305724907428e+00
4.109999999999999432e+00,4.806258949734781254e+02,3.283551537433651974e+05,1.838844745604460835e+08,7.101942138524275208e+10,7.294548065454316443e+00,5.348213817116798552e+00,4.311730471936595421e+00,4.008146822884580018e+00
4.139999999999999680e+00,4.778656229205134309e+02,3.254640005876224604e+05,1.814296327799651325e+08,6.955590529272612000e+10,7.262092365529055904e+00,5.330015144392617366e+00,4.303012715320210901e+00,4.005900261829310693e+00
4.169999999999999929e+00,4.751201024165821423e+02,3.225970056638227543e+05,1.790064759745886028e+08,6.812196648364065552e+10,7.230136564675396116e+00,5.312115605538688001e+00,4.294475749984087543e+00,4.003704001265193213e+00
4.200000000000000178e+00,4.723892740616204264e+02,3.197539940281691379e+05,1.766146226035622060e+08,6.671702603696943665e+10,7.198668479655069952e+00,5.294507833590637702e+00,4.286115050989116604e+00,4.001556481204753268e+00
4.229999999999999538e+00,4.696730782592819082e+02,3.169347913415073999e+05,1.742536949477956295e+08,6.534051571417128754e+10,7.167676343120161775e+00,5.277184714501530927e+00,4.277926249182185003e+00,3.999456200421099172e+00
4.259999999999999787e+00,4.669714552309029614e+02,3.141392238881516387e+05,1.719233190968537331e+08,6.399187778629125977e+10,7.137148785697561060e+00,5.260139376268710976e+00,4.269905124533829088e+00,3.997401714004001239e+00
4.290000000000000036e+00,4.642843450290243936e+02,3.113671185938462731e+05,1.696231249349296987e+08,6.267056486286048889e+10,7.107074818970946950e+00,5.243365178599003862e+00,4.262047599798682640e+00,3.995391631015416500e+00
4.320000000000000284e+00,4.616116875504848167e+02,3.086183030428918428e+05,1.673527461258521676e+08,6.137603972261592102e+10,7.077443819311612039e+00,5.226855703083711724e+00,4.254349734482492096e+00,3.993424612241706750e+00
4.349999999999999645e+00,4.589534225490997414e+02,3.058926054944699281e+05,1.651118200971806347e+08,6.010777514606907654e+10,7.048245512512001376e+00,5.210604743856472432e+00,4.246807719100113232e+00,3.991499368039676199e+00
4.379999999999999893e+00,4.563094896479391309e+02,3.031898548981889035e+05,1.628999880234383643e+08,5.886525374994839478e+10,7.019469959178599616e+00,5.194606298708378311e+00,4.239417869709789954e+00,3.989614656273440918e+00
4.410000000000000142e+00,4.536798283512179637e+02,3.005098809088845155e+05,1.607168948085315526e+08,5.764796782353748322e+10,6.991107540842778967e+00,5.178854560636055204e+00,4.232176622709532765e+00,3.987769280339058753e+00
4.439999999999999503e+00,4.510643780558110620e+02,2.978525139006974059e+05,1.585621890673994422e+08,5.645541916692786407e+10,6.963148946750904678e+00,5.163343909799745113e+00,4.225080529882220048e+00,3.985962087273829724e+00
4.469999999999999751e+00,4.484630780624050317e+02,2.952175849804555764e+05,1.564355231069399416e+08,5.528711893120246887e+10,6.935585161296900836e+00,5.148068905869653378e+00,4.218126253676686588e+00,3.984191965947155634e+00
4.500000000000000000e+00,4.458758675862992504e+02,2.926049260003854870e+05,1.543365529062542021e+08,5.414258746056434631e+10,6.908407452062632181e+00,5.133024280739949319e+00,4.211310562712664129e+00,3.982457845329861357e+00
4.530000000000000249e+00,4.433026857678659098e+02,2.900143695701746037e+05,1.522649380962480903e+08,5.302135413642073822e+10,6.881607358433340593e+00,5.118204931590960349e+00,4.204630327498060538e+00,3.980758692838913149e+00
4.559999999999999609e+00,4.407434716826817294e+02,2.874457490684108925e+05,1.502203419386313856e+08,5.192295722343250275e+10,6.855176680757393726e+00,5.103605914281201805e+00,4.198082516347717785e+00,3.979093512754523054e+00
4.589999999999999858e+00,4.381981643513401536e+02,2.848988986534184660e+05,1.482024313043504059e+08,5.084694371753477478e+10,6.829107470021018145e+00,5.089222437051780901e+00,4.191664191493246427e+00,3.977461344706664903e+00
4.620000000000000107e+00,4.356667027489553448e+02,2.823736532735120854e+05,1.462108766514906883e+08,4.979286919593490601e+10,6.803392018010739228e+00,5.075049854526780813e+00,4.185372505374152396e+00,3.975861262228127746e+00
4.649999999999999467e+00,4.331490258143675192e+02,2.798698486766907736e+05,1.442453520026826262e+08,4.876029766908932495e+10,6.778022847937443807e+00,5.061083661994067562e+00,4.179204697100965760e+00,3.974292371371277888e+00
4.679999999999999716e+00,4.306450724590570189e+02,2.773873214197893394e+05,1.423055349220430851e+08,4.774880143466121674e+10,6.752992705497717019e+00,5.047319489951879845e+00,4.173158089081560718e+00,3.972753809385801027e+00
4.709999999999999964e+00,4.281547815757804756e+02,2.749259088771092356e+05,1.403911064916847050e+08,4.675796093345842743e+10,6.728294550349339431e+00,5.033753098907292944e+00,4.167230083802323293e+00,3.971244743454774184e+00
4.740000000000000213e+00,4.256780920469329317e+02,2.724854492485437077e+05,1.385017512878217697e+08,4.578736460734903717e+10,6.703921547979192042e+00,5.020380374413520919e+00,4.161418160756280571e+00,3.969764369486507238e+00
4.769999999999999574e+00,4.232149427526470618e+02,2.700657815672177821e+05,1.366371573565020859e+08,4.483660875915167999e+10,6.679867057461787994e+00,5.007197319851141692e+00,4.155719872504981538e+00,3.968311910959681832e+00
4.799999999999999822e+00,4.207652725786380188e+02,2.676667457066579373e+05,1.347970161889914870e+08,4.390529741449478149e+10,6.656124642002917646e+00,4.994200061852781758e+00,4.150132845913989676e+00,3.966886617819409544e+00
4.830000000000000071e+00,4.183290204237998182e+02,2.652881823875108967e+05,1.329810226968382895e+08,4.299304218563957977e+10,6.632688034899427265e+00,4.981384831041501648e+00,4.144654773406556636e+00,3.965487765421918720e+00
4.859999999999999432e+00,4.159061252075628090e+02,2.629299331838231301e+05,1.311888751866416186e+08,4.209946213725836945e+10,6.609551150787401852e+00,4.968747967885369654e+00,4.139283414469441702e+00,3.964114653525672161e+00
4.889999999999999680e+00,4.134965258770166088e+02,2.605918405289005896e+05,1.294202753345480263e+08,4.122418365415990448e+10,6.586708074678594649e+00,4.956285916257538560e+00,4.134016592193082928e+00,3.962766605326803582e+00
4.919999999999999929e+00,4.111001614138107811e+02,2.582737477207608172e+05,1.276749281605003178e+08,4.036684031095255280e+10,6.564153055790105995e+00,4.943995219669397478e+00,4.128852190937813305e+00,3.961442966536854016e+00
4.950000000000000178e+00,4.087169708408336533e+02,2.559754989271929371e+05,1.259525420022590607e+08,3.952707274363397217e+10,6.541880501645012558e+00,4.931872517669093625e+00,4.123788154102443926e+00,3.960143104500865707e+00
4.979999999999999538e+00,4.063468932286810400e+02,2.536969391904385411e+05,1.242528284892189354e+08,3.870452852309636688e+10,6.519884972430118886e+00,4.919914542397147095e+00,4.118822481990090267e+00,3.958866407353986094e+00
5.009999999999999787e+00,4.039898677019179445e+02,2.514379144315070007e+05,1.225755025160397291e+08,3.789886203053442383e+10,6.498161175598068162e+00,4.908118115291271621e+00,4.113953229766480035e+00,3.957612283214807736e+00
5.040000000000000036e+00,4.016458334451422161e+02,2.491982714541390887e+05,1.209202822161114663e+08,3.710973433474343872e+10,6.476703960701472695e+00,4.896480143932995688e+00,4.109178505506132950e+00,3.956380159413745545e+00
5.069999999999999396e+00,3.993147297088532355e+02,2.469778579484296788e+05,1.192868889348720908e+08,3.633681307129302979e+10,6.455508314447604867e+00,4.884997619029110005e+00,4.104496468322164304e+00,3.955169481754845950e+00
5.099999999999999645e+00,3.969964958151330734e+02,2.447765224941219785e+05,1.176750472029944062e+08,3.557977232356232452e+10,6.434569355962723058e+00,4.873667611521236509e+00,4.099905326575603581e+00,3.953979713809469221e+00
5.129999999999999893e+00,3.946910711631458071e+02,2.425941145635859866e+05,1.160844847094613314e+08,3.483829250562144470e+10,6.413882332255722574e+00,4.862487269817321156e+00,4.095403336160341468e+00,3.952810336240384359e+00
5.160000000000000142e+00,3.923983952344595423e+02,2.404304845244910102e+05,1.145149322745431960e+08,3.411206024694335938e+10,6.393442613871441083e+00,4.851453817139074864e+00,4.090988798860133002e+00,3.951660846154865681e+00
5.189999999999999503e+00,3.901184075981964270e+02,2.382854836421839718e+05,1.129661238226941228e+08,3.340076827893004227e+10,6.373245690724286483e+00,4.840564548979755521e+00,4.086660060774084613e+00,3.950530756485451711e+00
5.219999999999999751e+00,3.878510479160167392e+02,2.361589640817824111e+05,1.114377963553812951e+08,3.270411532323590469e+10,6.353287168103626925e+00,4.829816830666996630e+00,4.082415510807442693e+00,3.949419595397089200e+00
5.250000000000000000e+00,3.855962559469409712e+02,2.340507789099949878e+05,1.099296899238623232e+08,3.202180598187190628e+10,6.333562762842587013e+00,4.819208095025652838e+00,4.078253579224511149e+00,3.948326905719450330e+00
5.279999999999999361e+00,3.833539715520134337e+02,2.319607820966767904e+05,1.084415476019225270e+08,3.135355062907210541e+10,6.314068299642511484e+00,4.808735840135873296e+00,4.074172736260791794e+00,3.947252244403256061e+00
5.309999999999999609e+00,3.811241346988155669e+02,2.298888285161292879e+05,1.069731154585864097e+08,3.069906530490508652e+10,6.294799707545711165e+00,4.798397627181946845e+00,4.070171490791541835e+00,3.946195181999505586e+00
5.339999999999999858e+00,3.789066854658293551e+02,2.278347739481555182e+05,1.055241425308152288e+08,3.005807161061214828e+10,6.275753016549487029e+00,4.788191078387599831e+00,4.066248389054108792e+00,3.945155302160564759e+00
5.370000000000000107e+00,3.767015640466582340e+02,2.257984750788776146e+05,1.040943807962017953e+08,2.943029660565334320e+10,6.256924354354850948e+00,4.778113875033755953e+00,4.062402013421536395e+00,3.944132201162099172e+00
5.399999999999999467e+00,3.745087107541062892e+02,2.237797895013263042e+05,1.026835851456742734e+08,2.881547270644296646e+10,6.238309943243601552e+00,4.768163755554850169e+00,4.058630981225051393e+00,3.943125487444911759e+00
5.429999999999999716e+00,3.723280660241243822e+02,2.217785757158094202e+05,1.012915133562195152e+08,2.821333758675512695e+10,6.219906097077945617e+00,4.758338513710167916e+00,4.054933943623213466e+00,3.942134781175771430e+00
5.459999999999999964e+00,3.701595704196219003e+02,2.197946931300691504e+05,9.991792606363600492e+07,2.762363407978053665e+10,6.201709218416876723e+00,4.748635996826658712e+00,4.051309584515537132e+00,3.941159713826362765e+00
5.490000000000000213e+00,3.680031646341527676e+02,2.178280020592338115e+05,9.856258673532609642e+07,2.704611008181497955e+10,6.183715795744099353e+00,4.739054104110022259e+00,4.047756619498599662e+00,3.940199927769545862e+00
5.519999999999999574e+00,3.658587894954747526e+02,2.158783637255736976e+05,9.722526164313676953e+07,2.648051845755974579e+10,6.165922400802386072e+00,4.729590785020973520e+00,4.044273794862697891e+00,3.939255075892130087e+00
5.549999999999999822e+00,3.637263859689893479e+02,2.139456402580650465e+05,9.590571983625759184e+07,2.592661694701481628e+10,6.148325686029570747e+00,4.720244037713698049e+00,4.040859886627197639e+00,3.938324821223426309e+00
5.580000000000000071e+00,3.616058951610642112e+02,2.120296946917736495e+05,9.460373311418475211e+07,2.538416807394466019e+10,6.130922382091591238e+00,4.711011907533739773e+00,4.037513699612887308e+00,3.937408836578860427e+00
5.609999999999999432e+00,3.594972583222407252e+02,2.101303909670601133e+05,9.331907599975831807e+07,2.485293905589715576e+10,6.113709295508345853e+00,4.701892485572683356e+00,4.034234066549647224e+00,3.936506804217974054e+00
5.639999999999999680e+00,3.574004168503303163e+02,2.082475939286164648e+05,9.205152571228082478e+07,2.433270171575537109e+10,6.096683306368159805e+00,4.692883907277090039e+00,4.031019847217891083e+00,3.935618415516173751e+00
5.669999999999999929e+00,3.553153122934050430e+02,2.063811693243396294e+05,9.080086214072437584e+07,2.382323239480271912e+10,6.079841366127000768e+00,4.683984351109296895e+00,4.027869927622274915e+00,3.934743370649604888e+00
5.700000000000000178e+00,3.532418863526800124e+02,2.045309838040468167e+05,8.956686781703288853e+07,2.332431186728133774e+10,6.063180495488768251e+00,4.675192037257838606e+00,4.024783219196275574e+00,3.933881378292579889e+00
5.729999999999999538e+00,3.511800808852972864e+02,2.026969049180403235e+05,8.834932788952596486e+07,2.283572525642364502e+10,6.046697782363069429e+00,4.666505226395292638e+00,4.021758658036276302e+00,3.933032155326992907e+00
5.759999999999999787e+00,3.491298379070085502e+02,2.008788011155264976e+05,8.714803009641066194e+07,2.235726195193743896e+10,6.030390379897230702e+00,4.657922218481533427e+00,4.018795204163900792e+00,3.932195426563203089e+00
5.790000000000000036e+00,3.470910995947619995e+02,1.990765417428947694e+05,8.596276473940712214e+07,2.188871552892444611e+10,6.014255504579236522e+00,4.649441351610427375e+00,4.015891840815357661e+00,3.931370924471871309e+00
5.819999999999999396e+00,3.450638082891961744e+02,1.972899970418616140e+05,8.479332465749311447e+07,2.142988366821258545e+10,5.998290434408703575e+00,4.641061000898098143e+00,4.013047573756653108e+00,3.930558388926280067e+00
5.849999999999999645e+00,3.430479064970422201e+02,1.955190381474853493e+05,8.363950520077328384e+07,2.098056807808193588e+10,5.982492507132922910e+00,4.632779577411039185e+00,4.010261430623570433e+00,3.929757566954672043e+00
5.879999999999999893e+00,3.410433368934380383e+02,1.937635370860566327e+05,8.250110420447753370e+07,2.054057441736503601e+10,5.966859118545229101e+00,4.624595527132340678e+00,4.007532460285347931e+00,3.928968212502176538e+00
5.910000000000000142e+00,3.390500423241558678e+02,1.920233667728685832e+05,8.137792196309378743e+07,2.010971221990159607e+10,5.951387720843176687e+00,4.616507329964480988e+00,4.004859732231101255e+00,3.928190086201905018e+00
5.939999999999999503e+00,3.370679658077465319e+02,1.902984010098729050e+05,8.026976120463883877e+07,1.968779482032805252e+10,5.936075821043925949e+00,4.608513498767118577e+00,4.002242335977975962e+00,3.927422955154824535e+00
5.969999999999999751e+00,3.350970505376021720e+02,1.885885144832246588e+05,7.917642706507205963e+07,1.927463928118273163e+10,5.920920979454557198e+00,4.600612578428463273e+00,3.926666592718024873e+00,3.926666592718024873e+00
6.000000000000000000e+00,3.331372398839404241e+02,1.868935827607222891e+05,7.809772706285569072e+07,1.887006632130703735e+10,5.905920808195016747e+00,4.592803144968828910e+00,3.925920778301029035e+00,3.925920778301029035e+00
6.029999999999999361e+00,3.311884773957104358e+02,1.852134822891447693e+05,7.703347107366527617e+07,1.847390024552361298e+10,5.891072969771557588e+00,4.585083804675051056e+00,3.925185297169797582e+00,3.925185297169797582e+00
6.059999999999999609e+00,3.292507068024249861e+02,1.835480903914918308e+05,7.598347130525358021e+07,1.808596887557214355e+10,5.876375175698663966e+00,4.577453193264527265e+00,3.924459940258100854e+00,3.924459940258100854e+00
6.089999999999999858e+00,3.273238720159194486e+02,1.818972852641305362e+05,7.494754227247190475e+07,1.770610348228407669e+10,5.861825185167423236e+00,4.569909975077660391e+00,3.923744503985953536e+00,3.923744503985953536e+00
6.120000000000000107e+00,3.254079171320398132e+02,1.802609459738524165e+05,7.392550077245096862e+07,1.733413871897732162e+10,5.847420803758588193e+00,4.562452842297587630e+00,3.923038790084804717e+00,3.923038790084804717e+00
6.149999999999999467e+00,3.235027864322621554e+02,1.786389524548440240e+05,7.291716585994492471e+07,1.696991255605208015e+10,5.833159882198481583e+00,4.555080514196081509e+00,3.922342605429210316e+00,3.922342605429210316e+00
6.179999999999999716e+00,3.216084243852442341e+02,1.770311855055756168e+05,7.192235882284043729e+07,1.661326621676956940e+10,5.819040315156047249e+00,4.547791736404614760e+00,3.921655761874709434e+00,3.921655761874709434e+00
6.209999999999999964e+00,3.197247756483133685e+02,1.754375267856116407e+05,7.094090315783423185e+07,1.626404411419508934e+10,5.805060040079495387e+00,4.540585280209554320e+00,3.920978076101648835e+00,3.920978076101648835e+00
6.240000000000000213e+00,3.178517850688891713e+02,1.738578588123445807e+05,6.997262454628054798e+07,1.592209378928708839e+10,5.791217036070922752e+00,4.533459941870574106e+00,3.920309369464714866e+00,3.920309369464714866e+00
6.269999999999999574e+00,3.159893976858456313e+02,1.722920649576580327e+05,6.901735083021113276e+07,1.558726585011456680e+10,5.777509322797490299e+00,4.526414541961377935e+00,3.919649467847928559e+00,3.919649467847928559e+00
6.299999999999999822e+00,3.141375587308128843e+02,1.707400294445196341e+05,6.807491198852933943e+07,1.525941391218438530e+10,5.763934959437679417e+00,4.519447924731829325e+00,3.918998201524884983e+00,3.918998201524884983e+00
6.330000000000000071e+00,3.122962136294204356e+02,1.692016373435098503e+05,6.714514011338078976e+07,1.493839453986146736e+10,5.750492043661388664e+00,4.512558957490729661e+00,3.918355405024023241e+00,3.918355405024023241e+00
6.359999999999999432e+00,3.104653080024837664e+02,1.676767745692862372e+05,6.622786938670159131e+07,1.462406718886362457e+10,5.737178710642465873e+00,4.505746530008381434e+00,3.917720916998721048e+00,3.917720916998721048e+00
6.389999999999999680e+00,3.086447876671351196e+02,1.661653278769890021e+05,6.532293605694583803e+07,1.431629414981427765e+10,5.723993132102506820e+00,4.499009553938246420e+00,3.917094580102016277e+00,3.917094580102016277e+00
6.419999999999999929e+00,3.068345986379010810e+02,1.646671848585892003e+05,6.443017841599418223e+07,1.401494049283559036e+10,5.710933515384776449e+00,4.492346962256929643e+00,3.916476240865772951e+00,3.916476240865772951e+00
6.450000000000000178e+00,3.050346871277278638e+02,1.631822339391828282e+05,6.354943677624410391e+07,1.371987401316507339e+10,5.697998102557028766e+00,4.485757708721827441e+00,3.915865749584111377e+00,3.915865749584111377e+00
6.479999999999999538e+00,3.032449995489543539e+02,1.617103643732320634e+05,6.268055344788347930e+07,1.343096517777906609e+10,5.685185169542242178e+00,4.479240767345775254e+00,3.915262960200928788e+00,3.915262960200928788e+00
6.509999999999999787e+00,3.014654825142371806e+02,1.602514662407592987e+05,6.182337271634806693e+07,1.314808707300616837e+10,5.672493025276191148e+00,4.472795131888037901e+00,3.914667730201356388e+00,3.914667730201356388e+00
6.540000000000000036e+00,2.996960828374267862e+02,1.588054304434927762e+05,6.097774081996442378e+07,1.287111535311470032e+10,5.659920010890899356e+00,4.466419815361088119e+00,3.914079920506986721e+00,3.914079920506986721e+00
6.569999999999999396e+00,2.979367475343966021e+02,1.573721487009689154e+05,6.014350592777828872e+07,1.259992818985744858e+10,5.647464498922963649e+00,4.460113849552533871e+00,3.913499395374727907e+00,3.913499395374727907e+00
6.599999999999999645e+00,2.961874238238258386e+02,1.559515135465922649e+05,5.932051811756950617e+07,1.233440622295812607e+10,5.635124892545927189e+00,4.453876284561686383e+00,3.912926022299142215e+00,3.912926022299142215e+00
6.629999999999999893e+00,2.944480591279395867e+02,1.545434183236559911e+05,5.850862935405422002e+07,1.207443251152356911e+10,5.622899624825797638e+00,4.447706188350222689e+00,3.912359671918133053e+00,3.912359671918133053e+00
6.660000000000000142e+00,2.927186010732036152e+02,1.531477571813244140e+05,5.770769346727441996e+07,1.181989248636595154e+10,5.610787157998849750e+00,4.441602646306425761e+00,3.911800217921847622e+00,3.911800217921847622e+00
6.689999999999999503e+00,2.909989974909786952e+02,1.517644250705808809e+05,5.691756613117551059e+07,1.157067390321986771e+10,5.598785982770984049e+00,4.435564760822519936e+00,3.911247536964670868e+00,3.911247536964670868e+00
6.719999999999999751e+00,2.892891964181325193e+02,1.503933177401412104e+05,5.613810484237210453e+07,1.132666679683874130e+10,5.586894617637791605e+00,4.429591650884638021e+00,3.910701508580195274e+00,3.910701508580195274e+00
6.750000000000000000e+00,2.875891460976129679e+02,1.490343317323367810e+05,5.536916889910219610e+07,1.108776343595592308e+10,5.575111608224683657e+00,4.423682451674976868e+00,3.910162015099048372e+00,3.910162015099048372e+00
6.779999999999999361e+00,2.858987949789821528e+02,1.476873643789671769e+05,5.461061938037009537e+07,1.085385827909525108e+10,5.563435526646318685e+00,4.417836314185682234e+00,3.909628941569468719e+00,3.909628941569468719e+00
6.809999999999999609e+00,2.842180917189119214e+02,1.463523137971257675e+05,5.386231912527766824e+07,1.062484793121677208e+10,5.551864970884685668e+00,4.412052404844096998e+00,3.909102175680528646e+00,3.909102175680528646e+00
6.839999999999999858e+00,2.825469851816440041e+02,1.450290788849992678e+05,5.312413271254447103e+07,1.040063110118309021e+10,5.540398564185164076e+00,4.406329905148933079e+00,3.908581607687899862e+00,3.908581607687899862e+00
6.870000000000000107e+00,2.808854244394134412e+02,1.437175593176432885e+05,5.239592644021625817e+07,1.018110856003201675e+10,5.529034954469985053e+00,4.400668011317012684e+00,3.908067130342068207e+00,3.908067130342068207e+00
6.899999999999999467e+00,2.792333587728375051e+02,1.424176555427348940e+05,5.167756830556184053e+07,9.966183100041723251e+09,5.517772813768474727e+00,4.395065933940210279e+00,3.907558638818906971e+00,3.907558638818906971e+00
6.929999999999999716e+00,2.775907376712701762e+02,1.411292687763050199e+05,5.096892798515792936e+07,9.755759494574274063e+09,5.506610837663489022e+00,4.389522897652233802e+00,3.907056030652513723e+00,3.907056030652513723e+00
6.959999999999999964e+00,2.759575108331254114e+02,1.398523009984513628e+05,5.026987681516208500e+07,9.549744458684267044e+09,5.495547744753524810e+00,4.384038140804926265e+00,3.906559205670237400e+00,3.906559205670237400e+00
6.989999999999999325e+00,2.743336281661661928e+02,1.385866549490335456e+05,4.958028777177289128e+07,9.348046610478729248e+09,5.484582276129964740e+00,4.378610915153759109e+00,3.906068065929803268e+00,3.906068065929803268e+00
7.019999999999999574e+00,2.727190397877634496e+02,1.373322341233517800e+05,4.890003545187717676e+07,9.150576433215389252e+09,5.473713194868931708e+00,4.373240485552187806e+00,3.905582515658465592e+00,3.905582515658465592e+00
7.049999999999999822e+00,2.711136960251248524e+02,1.360889427678110078e+05,4.822899605388402939e+07,8.957246238126058578e+09,5.462939285537302680e+00,4.367926129654608580e+00,3.905102461194111196e+00,3.905102461194111196e+00
7.080000000000000071e+00,2.695175474154935955e+02,1.348566858755718858e+05,4.756704735874468088e+07,8.767970127952291489e+09,5.452259353712373802e+00,4.362667137627591174e+00,3.904627810928241516e+00,3.904627810928241516e+00
7.109999999999999432e+00,2.679305447063185852e+02,1.336353691821889079e+05,4.691406871115804464e+07,8.582663961180786133e+09,5.441672225514762928e+00,4.357462811869153185e+00,3.904158475250767868e+00,3.904158475250767868e+00
7.139999999999999680e+00,2.663526388553968900e+02,1.324248991612379905e+05,4.626994100096099824e+07,8.401245316965775490e+09,5.431176747154064621e+00,4.352312466735755336e+00,3.903694366496547552e+00,3.903694366496547552e+00
7.169999999999999929e+00,2.647837810309884503e+02,1.312251830199349788e+05,4.563454664470314980e+07,8.223633460726502419e+09,5.420771784486907663e+00,4.347215428276829385e+00,3.903235398893609709e+00,3.903235398893609709e+00
7.199999999999999289e+00,2.632239226119049817e+02,1.300361286947452609e+05,4.500776956740500033e+07,8.049749310407258034e+09,5.410456222586974562e+00,4.342171033976542027e+00,3.902781488512994557e+00,3.902781488512994557e+00
7.229999999999999538e+00,2.616730151875726165e+02,1.288576448469861643e+05,4.438949518449883908e+07,7.879515403388366699e+09,5.400228965326570041e+00,4.337178632502578068e+00,3.902332553220164257e+00,3.902332553220164257e+00
7.259999999999999787e+00,2.601310105580702157e+02,1.276896408584238234e+05,4.377961038395192474e+07,7.712855864036276817e+09,5.390088934969443635e+00,4.332237583461722608e+00,3.901888512627915251e+00,3.901888512627915251e+00
7.290000000000000036e+00,2.585978607341422162e+02,1.265320268268643849e+05,4.317800350857070088e+07,7.549696371881134987e+09,5.380035071774423194e+00,4.327347257162011296e+00,3.901449288050751196e+00,3.901449288050751196e+00
